STATE/UT,DISTRICT,YEAR,THEFT
NAGALAND,LONGLENG,2007,0
NAGALAND,LONGLENG,2008,0
UTTAR PRADESH,LUCKNOW,2008,3100
UTTAR PRADESH,LUCKNOW,2010,2832
UTTAR PRADESH,LUCKNOW,2007,2642
UTTAR PRADESH,LUCKNOW,2009,2533
UTTAR PRADESH,LUCKNOW,2012,2462
UTTAR PRADESH,LUCKNOW,2005,2340
UTTAR PRADESH,LUCKNOW,2006,2296
UTTAR PRADESH,LUCKNOW,2004,2279
UTTAR PRADESH,LUCKNOW,2002,2210
UTTAR PRADESH,LUCKNOW,2001,2202
UTTAR PRADESH,LUCKNOW,2011,2167
UTTAR PRADESH,LUCKNOW,2003,1753
PUNJAB,LUDHIANA,2003,756
PUNJAB,LUDHIANA,2002,717
PUNJAB,LUDHIANA,2007,664
PUNJAB,LUDHIANA,2009,635
PUNJAB,LUDHIANA,2001,624
PUNJAB,LUDHIANA,2008,577
PUNJAB,LUDHIANA,2006,517
PUNJAB,LUDHIANA,2004,369
PUNJAB,LUDHIANA,2005,368
PUNJAB,LUDHIANA,2011,93
PUNJAB,LUDHIANA RURAL,2009,145
PUNJAB,LUDHIANA RURAL,2008,120
PUNJAB,LUDHIANA RURAL,2010,99
PUNJAB,LUDHIANA RURAL,2012,94
MIZORAM,LUNGLEI,2003,205
MIZORAM,LUNGLEI,2005,200
MIZORAM,LUNGLEI,2002,173
MIZORAM,LUNGLEI,2001,120
MIZORAM,LUNGLEI,2010,106
MIZORAM,LUNGLEI,2004,100
MIZORAM,LUNGLEI,2008,100
MIZORAM,LUNGLEI,2011,93
MIZORAM,LUNGLEI,2006,90
MIZORAM,LUNGLEI,2007,90
MIZORAM,LUNGLEI,2009,84
MIZORAM,LUNGLEI,2012,41
BIHAR,MADHEPURA,2009,204
BIHAR,MADHEPURA,2012,203
BIHAR,MADHEPURA,2011,163
BIHAR,MADHEPURA,2010,146
BIHAR,MADHEPURA,2008,140
BIHAR,MADHEPURA,2007,120
BIHAR,MADHEPURA,2006,111
BIHAR,MADHEPURA,2002,75
BIHAR,MADHEPURA,2001,69
BIHAR,MADHEPURA,2003,58
BIHAR,MADHEPURA,2004,58
BIHAR,MADHEPURA,2005,50
BIHAR,MADHUBANI,2010,458
BIHAR,MADHUBANI,2012,427
BIHAR,MADHUBANI,2011,392
BIHAR,MADHUBANI,2009,390
BIHAR,MADHUBANI,2008,345
BIHAR,MADHUBANI,2007,228
BIHAR,MADHUBANI,2004,224
BIHAR,MADHUBANI,2005,196
BIHAR,MADHUBANI,2003,184
BIHAR,MADHUBANI,2002,177
BIHAR,MADHUBANI,2001,98
BIHAR,MADHUBANI,2006,94
TAMIL NADU,MADURAI RURAL,2004,526
TAMIL NADU,MADURAI RURAL,2005,440
TAMIL NADU,MADURAI RURAL,2003,383
TAMIL NADU,MADURAI RURAL,2012,370
TAMIL NADU,MADURAI RURAL,2011,355
TAMIL NADU,MADURAI RURAL,2001,351
TAMIL NADU,MADURAI RURAL,2010,348
TAMIL NADU,MADURAI RURAL,2009,341
TAMIL NADU,MADURAI RURAL,2006,319
TAMIL NADU,MADURAI RURAL,2002,318
TAMIL NADU,MADURAI RURAL,2008,282
TAMIL NADU,MADURAI RURAL,2007,252
TAMIL NADU,MADURAI URBAN,2001,803
TAMIL NADU,MADURAI URBAN,2002,756
TAMIL NADU,MADURAI URBAN,2008,532
TAMIL NADU,MADURAI URBAN,2009,530
TAMIL NADU,MADURAI URBAN,2004,529
TAMIL NADU,MADURAI URBAN,2010,500
TAMIL NADU,MADURAI URBAN,2003,468
TAMIL NADU,MADURAI URBAN,2012,459
TAMIL NADU,MADURAI URBAN,2011,455
TAMIL NADU,MADURAI URBAN,2006,439
TAMIL NADU,MADURAI URBAN,2005,430
TAMIL NADU,MADURAI URBAN,2007,334
ANDHRA PRADESH,MAHABOOBNAGAR,2010,1224
ANDHRA PRADESH,MAHABOOBNAGAR,2011,1168
ANDHRA PRADESH,MAHABOOBNAGAR,2009,1009
ANDHRA PRADESH,MAHABOOBNAGAR,2012,961
ANDHRA PRADESH,MAHABOOBNAGAR,2008,923
ANDHRA PRADESH,MAHABOOBNAGAR,2007,759
ANDHRA PRADESH,MAHABOOBNAGAR,2006,738
ANDHRA PRADESH,MAHABOOBNAGAR,2005,575
ANDHRA PRADESH,MAHABOOBNAGAR,2004,479
ANDHRA PRADESH,MAHABOOBNAGAR,2003,452
ANDHRA PRADESH,MAHABOOBNAGAR,2002,439
ANDHRA PRADESH,MAHABOOBNAGAR,2001,316
UTTAR PRADESH,MAHARAJGANJ,2012,88
UTTAR PRADESH,MAHARAJGANJ,2001,54
UTTAR PRADESH,MAHARAJGANJ,2006,52
UTTAR PRADESH,MAHARAJGANJ,2007,52
UTTAR PRADESH,MAHARAJGANJ,2011,49
UTTAR PRADESH,MAHARAJGANJ,2005,48
UTTAR PRADESH,MAHARAJGANJ,2009,46
UTTAR PRADESH,MAHARAJGANJ,2008,40
UTTAR PRADESH,MAHARAJGANJ,2002,39
UTTAR PRADESH,MAHARAJGANJ,2004,39
UTTAR PRADESH,MAHARAJGANJ,2003,30
UTTAR PRADESH,MAHARAJGANJ,2010,30
CHHATTISGARH,MAHASAMUND,2005,219
CHHATTISGARH,MAHASAMUND,2007,212
CHHATTISGARH,MAHASAMUND,2006,198
CHHATTISGARH,MAHASAMUND,2011,183
CHHATTISGARH,MAHASAMUND,2012,174
CHHATTISGARH,MAHASAMUND,2009,173
CHHATTISGARH,MAHASAMUND,2010,165
CHHATTISGARH,MAHASAMUND,2004,164
CHHATTISGARH,MAHASAMUND,2008,155
CHHATTISGARH,MAHASAMUND,2002,150
CHHATTISGARH,MAHASAMUND,2001,146
CHHATTISGARH,MAHASAMUND,2003,123
HARYANA,MAHENDRAGARH,2011,496
HARYANA,MAHENDRAGARH,2010,339
HARYANA,MAHENDRAGARH,2012,299
HARYANA,MAHENDRAGARH,2008,196
HARYANA,MAHENDRAGARH,2007,187
HARYANA,MAHENDRAGARH,2006,181
HARYANA,MAHENDRAGARH,2009,170
HARYANA,MAHENDRAGARH,2005,126
HARYANA,MAHENDRAGARH,2001,116
HARYANA,MAHENDRAGARH,2002,112
HARYANA,MAHENDRAGARH,2004,111
HARYANA,MAHENDRAGARH,2003,108
UTTAR PRADESH,MAHOBA,2012,81
UTTAR PRADESH,MAHOBA,2011,68
UTTAR PRADESH,MAHOBA,2001,60
UTTAR PRADESH,MAHOBA,2002,57
UTTAR PRADESH,MAHOBA,2007,55
UTTAR PRADESH,MAHOBA,2008,51
UTTAR PRADESH,MAHOBA,2010,50
UTTAR PRADESH,MAHOBA,2009,48
UTTAR PRADESH,MAHOBA,2003,38
UTTAR PRADESH,MAHOBA,2006,33
UTTAR PRADESH,MAHOBA,2004,29
UTTAR PRADESH,MAHOBA,2005,28
UTTAR PRADESH,MAINPURI,2012,404
UTTAR PRADESH,MAINPURI,2011,268
UTTAR PRADESH,MAINPURI,2007,251
UTTAR PRADESH,MAINPURI,2008,236
UTTAR PRADESH,MAINPURI,2009,225
UTTAR PRADESH,MAINPURI,2001,191
UTTAR PRADESH,MAINPURI,2004,176
UTTAR PRADESH,MAINPURI,2006,170
UTTAR PRADESH,MAINPURI,2005,139
UTTAR PRADESH,MAINPURI,2002,129
UTTAR PRADESH,MAINPURI,2010,129
UTTAR PRADESH,MAINPURI,2003,96
PUNJAB,MAJITHA,2005,71
PUNJAB,MAJITHA,2004,58
PUNJAB,MAJITHA,2003,57
PUNJAB,MAJITHA,2006,53
PUNJAB,MAJITHA,2002,48
PUNJAB,MAJITHA,2001,31
KERALA,MALAPPURAM,2008,480
KERALA,MALAPPURAM,2006,475
KERALA,MALAPPURAM,2007,456
KERALA,MALAPPURAM,2005,425
KERALA,MALAPPURAM,2011,380
KERALA,MALAPPURAM,2009,358
KERALA,MALAPPURAM,2004,341
KERALA,MALAPPURAM,2001,340
KERALA,MALAPPURAM,2002,319
KERALA,MALAPPURAM,2010,306
KERALA,MALAPPURAM,2003,265
KERALA,MALAPPURAM,2012,253
WEST BENGAL,MALDA,2012,413
WEST BENGAL,MALDA,2011,410
WEST BENGAL,MALDA,2006,399
WEST BENGAL,MALDA,2004,363
WEST BENGAL,MALDA,2009,339
WEST BENGAL,MALDA,2005,335
WEST BENGAL,MALDA,2001,333
WEST BENGAL,MALDA,2010,333
WEST BENGAL,MALDA,2008,310
WEST BENGAL,MALDA,2002,283
WEST BENGAL,MALDA,2007,273
WEST BENGAL,MALDA,2003,247
ODISHA,MALKANGIR,2011,64
ODISHA,MALKANGIR,2002,48
ODISHA,MALKANGIR,2012,48
ODISHA,MALKANGIR,2003,47
ODISHA,MALKANGIR,2008,46
ODISHA,MALKANGIR,2001,42
ODISHA,MALKANGIR,2004,42
ODISHA,MALKANGIR,2005,40
ODISHA,MALKANGIR,2006,34
ODISHA,MALKANGIR,2007,30
ODISHA,MALKANGIR,2010,30
ODISHA,MALKANGIR,2009,25
MIZORAM,MAMIT,2003,34
MIZORAM,MAMIT,2011,31
MIZORAM,MAMIT,2009,29
MIZORAM,MAMIT,2007,24
MIZORAM,MAMIT,2012,23
MIZORAM,MAMIT,2006,19
MIZORAM,MAMIT,2002,18
MIZORAM,MAMIT,2008,17
MIZORAM,MAMIT,2010,17
MIZORAM,MAMIT,2005,15
MIZORAM,MAMIT,2001,12
MIZORAM,MAMIT,2004,5
HIMACHAL PRADESH,MANDI,2007,117
HIMACHAL PRADESH,MANDI,2012,100
HIMACHAL PRADESH,MANDI,2008,98
HIMACHAL PRADESH,MANDI,2011,92
HIMACHAL PRADESH,MANDI,2010,79
HIMACHAL PRADESH,MANDI,2006,78
HIMACHAL PRADESH,MANDI,2002,70
HIMACHAL PRADESH,MANDI,2001,64
HIMACHAL PRADESH,MANDI,2003,63
HIMACHAL PRADESH,MANDI,2004,63
HIMACHAL PRADESH,MANDI,2005,62
HIMACHAL PRADESH,MANDI,2009,61
MADHYA PRADESH,MANDLA,2001,116
MADHYA PRADESH,MANDLA,2003,113
MADHYA PRADESH,MANDLA,2002,98
MADHYA PRADESH,MANDLA,2007,72
MADHYA PRADESH,MANDLA,2004,65
MADHYA PRADESH,MANDLA,2012,64
MADHYA PRADESH,MANDLA,2005,63
MADHYA PRADESH,MANDLA,2011,63
MADHYA PRADESH,MANDLA,2006,61
MADHYA PRADESH,MANDLA,2008,59
MADHYA PRADESH,MANDLA,2009,57
MADHYA PRADESH,MANDLA,2010,39
MADHYA PRADESH,MANDSAUR,2004,503
MADHYA PRADESH,MANDSAUR,2001,444
MADHYA PRADESH,MANDSAUR,2003,413
MADHYA PRADESH,MANDSAUR,2002,406
MADHYA PRADESH,MANDSAUR,2006,391
MADHYA PRADESH,MANDSAUR,2005,378
MADHYA PRADESH,MANDSAUR,2008,332
MADHYA PRADESH,MANDSAUR,2009,317
MADHYA PRADESH,MANDSAUR,2011,314
MADHYA PRADESH,MANDSAUR,2012,300
MADHYA PRADESH,MANDSAUR,2007,287
MADHYA PRADESH,MANDSAUR,2010,275
KARNATAKA,MANDYA,2011,577
KARNATAKA,MANDYA,2010,564
KARNATAKA,MANDYA,2012,518
KARNATAKA,MANDYA,2009,462
KARNATAKA,MANDYA,2008,362
KARNATAKA,MANDYA,2001,328
KARNATAKA,MANDYA,2003,305
KARNATAKA,MANDYA,2004,302
KARNATAKA,MANDYA,2006,289
KARNATAKA,MANDYA,2002,274
KARNATAKA,MANDYA,2005,261
KARNATAKA,MANDYA,2007,254
KARNATAKA,MANGALORE CITY,2011,238
KARNATAKA,MANGALORE CITY,2012,233
PUNJAB,MANSA,2008,78
PUNJAB,MANSA,2012,65
PUNJAB,MANSA,2010,64
PUNJAB,MANSA,2009,61
PUNJAB,MANSA,2007,59
PUNJAB,MANSA,2003,53
PUNJAB,MANSA,2011,49
PUNJAB,MANSA,2006,46
PUNJAB,MANSA,2001,42
PUNJAB,MANSA,2002,40
PUNJAB,MANSA,2005,39
PUNJAB,MANSA,2004,32
UTTAR PRADESH,MATHURA,2012,840
UTTAR PRADESH,MATHURA,2011,732
UTTAR PRADESH,MATHURA,2008,659
UTTAR PRADESH,MATHURA,2010,650
UTTAR PRADESH,MATHURA,2007,610
UTTAR PRADESH,MATHURA,2006,596
UTTAR PRADESH,MATHURA,2009,587
UTTAR PRADESH,MATHURA,2005,464
UTTAR PRADESH,MATHURA,2004,388
UTTAR PRADESH,MATHURA,2002,376
UTTAR PRADESH,MATHURA,2001,372
UTTAR PRADESH,MATHURA,2003,293
UTTAR PRADESH,MAU,2012,198
UTTAR PRADESH,MAU,2011,170
UTTAR PRADESH,MAU,2009,139
UTTAR PRADESH,MAU,2008,134
UTTAR PRADESH,MAU,2001,117
UTTAR PRADESH,MAU,2006,112
UTTAR PRADESH,MAU,2010,108
UTTAR PRADESH,MAU,2007,93
UTTAR PRADESH,MAU,2004,92
UTTAR PRADESH,MAU,2005,77
UTTAR PRADESH,MAU,2002,73
UTTAR PRADESH,MAU,2003,65
ODISHA,MAYURBHANJ,2007,290
ODISHA,MAYURBHANJ,2011,261
ODISHA,MAYURBHANJ,2008,252
ODISHA,MAYURBHANJ,2010,252
ODISHA,MAYURBHANJ,2012,236
ODISHA,MAYURBHANJ,2004,229
ODISHA,MAYURBHANJ,2005,226
ODISHA,MAYURBHANJ,2006,224
ODISHA,MAYURBHANJ,2001,199
ODISHA,MAYURBHANJ,2009,197
ODISHA,MAYURBHANJ,2003,173
ODISHA,MAYURBHANJ,2002,158
ANDHRA PRADESH,MEDAK,2012,693
ANDHRA PRADESH,MEDAK,2008,641
ANDHRA PRADESH,MEDAK,2007,602
ANDHRA PRADESH,MEDAK,2009,598
ANDHRA PRADESH,MEDAK,2011,564
ANDHRA PRADESH,MEDAK,2006,558
ANDHRA PRADESH,MEDAK,2010,544
ANDHRA PRADESH,MEDAK,2004,505
ANDHRA PRADESH,MEDAK,2003,502
ANDHRA PRADESH,MEDAK,2005,424
ANDHRA PRADESH,MEDAK,2002,356
ANDHRA PRADESH,MEDAK,2001,286
UTTAR PRADESH,MEERUT,2011,2445
UTTAR PRADESH,MEERUT,2012,2394
UTTAR PRADESH,MEERUT,2010,1909
UTTAR PRADESH,MEERUT,2009,1218
UTTAR PRADESH,MEERUT,2001,1202
UTTAR PRADESH,MEERUT,2004,1192
UTTAR PRADESH,MEERUT,2005,1038
UTTAR PRADESH,MEERUT,2006,1003
UTTAR PRADESH,MEERUT,2008,965
UTTAR PRADESH,MEERUT,2002,857
UTTAR PRADESH,MEERUT,2007,854
UTTAR PRADESH,MEERUT,2003,665
GUJARAT,MEHSANA,2003,699
GUJARAT,MEHSANA,2007,699
GUJARAT,MEHSANA,2008,652
GUJARAT,MEHSANA,2010,641
GUJARAT,MEHSANA,2004,621
GUJARAT,MEHSANA,2006,617
GUJARAT,MEHSANA,2002,611
GUJARAT,MEHSANA,2009,608
GUJARAT,MEHSANA,2005,599
GUJARAT,MEHSANA,2011,581
GUJARAT,MEHSANA,2001,557
GUJARAT,MEHSANA,2012,545
HARYANA,MEWAT,2012,483
HARYANA,MEWAT,2010,407
HARYANA,MEWAT,2011,358
HARYANA,MEWAT,2009,264
HARYANA,MEWAT,2005,223
HARYANA,MEWAT,2008,212
HARYANA,MEWAT,2007,208
HARYANA,MEWAT,2006,191
WEST BENGAL,MIDNAPUR,2001,581
UTTAR PRADESH,MIRZAPUR,2008,173
UTTAR PRADESH,MIRZAPUR,2001,157
UTTAR PRADESH,MIRZAPUR,2009,120
UTTAR PRADESH,MIRZAPUR,2005,118
UTTAR PRADESH,MIRZAPUR,2002,108
UTTAR PRADESH,MIRZAPUR,2006,101
UTTAR PRADESH,MIRZAPUR,2007,98
UTTAR PRADESH,MIRZAPUR,2004,80
UTTAR PRADESH,MIRZAPUR,2010,79
UTTAR PRADESH,MIRZAPUR,2003,68
UTTAR PRADESH,MIRZAPUR,2011,65
UTTAR PRADESH,MIRZAPUR,2012,41
PUNJAB,MOGA,2011,232
PUNJAB,MOGA,2010,212
PUNJAB,MOGA,2012,154
PUNJAB,MOGA,2009,152
PUNJAB,MOGA,2008,136
PUNJAB,MOGA,2006,132
PUNJAB,MOGA,2007,125
PUNJAB,MOGA,2003,102
PUNJAB,MOGA,2005,74
PUNJAB,MOGA,2002,70
PUNJAB,MOGA,2001,64
PUNJAB,MOGA,2004,61
NAGALAND,MOKOKCHUNG,2009,25
NAGALAND,MOKOKCHUNG,2011,21
NAGALAND,MOKOKCHUNG,2010,19
NAGALAND,MOKOKCHUNG,2008,16
NAGALAND,MOKOKCHUNG,2006,13
NAGALAND,MOKOKCHUNG,2007,13
NAGALAND,MOKOKCHUNG,2001,12
NAGALAND,MOKOKCHUNG,2012,11
NAGALAND,MOKOKCHUNG,2003,9
NAGALAND,MOKOKCHUNG,2004,9
NAGALAND,MOKOKCHUNG,2005,9
NAGALAND,MOKOKCHUNG,2002,7
NAGALAND,MON,2004,33
NAGALAND,MON,2005,25
NAGALAND,MON,2008,23
NAGALAND,MON,2003,21
NAGALAND,MON,2012,19
NAGALAND,MON,2002,17
NAGALAND,MON,2006,16
NAGALAND,MON,2009,16
NAGALAND,MON,2007,10
NAGALAND,MON,2010,10
NAGALAND,MON,2011,8
NAGALAND,MON,2001,6
UTTAR PRADESH,MORADABAD,2011,867
UTTAR PRADESH,MORADABAD,2010,849
UTTAR PRADESH,MORADABAD,2012,842
UTTAR PRADESH,MORADABAD,2008,783
UTTAR PRADESH,MORADABAD,2009,662
UTTAR PRADESH,MORADABAD,2001,607
UTTAR PRADESH,MORADABAD,2007,597
UTTAR PRADESH,MORADABAD,2005,574
UTTAR PRADESH,MORADABAD,2006,557
UTTAR PRADESH,MORADABAD,2004,527
UTTAR PRADESH,MORADABAD,2002,518
UTTAR PRADESH,MORADABAD,2003,313
MADHYA PRADESH,MORENA,2001,564
MADHYA PRADESH,MORENA,2002,533
MADHYA PRADESH,MORENA,2008,490
MADHYA PRADESH,MORENA,2005,464
MADHYA PRADESH,MORENA,2003,458
MADHYA PRADESH,MORENA,2011,419
MADHYA PRADESH,MORENA,2007,409
MADHYA PRADESH,MORENA,2006,405
MADHYA PRADESH,MORENA,2012,382
MADHYA PRADESH,MORENA,2009,379
MADHYA PRADESH,MORENA,2004,375
MADHYA PRADESH,MORENA,2010,344
ASSAM,MORIGAON,2008,169
ASSAM,MORIGAON,2005,139
ASSAM,MORIGAON,2007,123
ASSAM,MORIGAON,2006,112
ASSAM,MORIGAON,2002,108
ASSAM,MORIGAON,2012,98
ASSAM,MORIGAON,2010,90
ASSAM,MORIGAON,2009,84
ASSAM,MORIGAON,2004,81
ASSAM,MORIGAON,2003,80
ASSAM,MORIGAON,2001,66
ASSAM,MORIGAON,2011,62
BIHAR,MOTIHARI,2011,580
BIHAR,MOTIHARI,2012,553
BIHAR,MOTIHARI,2010,527
BIHAR,MOTIHARI,2009,502
BIHAR,MOTIHARI,2008,474
BIHAR,MOTIHARI,2007,444
BIHAR,MOTIHARI,2005,437
BIHAR,MOTIHARI,2006,436
BIHAR,MOTIHARI,2004,378
BIHAR,MOTIHARI,2002,306
BIHAR,MOTIHARI,2003,295
BIHAR,MOTIHARI,2001,271
PUNJAB,MUKTSAR,2010,157
PUNJAB,MUKTSAR,2009,150
PUNJAB,MUKTSAR,2008,115
PUNJAB,MUKTSAR,2012,112
PUNJAB,MUKTSAR,2007,104
PUNJAB,MUKTSAR,2006,93
PUNJAB,MUKTSAR,2011,86
PUNJAB,MUKTSAR,2005,85
PUNJAB,MUKTSAR,2004,56
PUNJAB,MUKTSAR,2001,49
PUNJAB,MUKTSAR,2002,38
PUNJAB,MUKTSAR,2003,37
MAHARASHTRA,MUMBAI,2005,11903
MAHARASHTRA,MUMBAI,2001,11564
MAHARASHTRA,MUMBAI,2004,11510
MAHARASHTRA,MUMBAI,2002,10166
MAHARASHTRA,MUMBAI,2003,9793
MAHARASHTRA,MUMBAI COMMR.,2010,13195
MAHARASHTRA,MUMBAI COMMR.,2011,12983
MAHARASHTRA,MUMBAI COMMR.,2008,12972
MAHARASHTRA,MUMBAI COMMR.,2009,12009
MAHARASHTRA,MUMBAI COMMR.,2006,11685
MAHARASHTRA,MUMBAI COMMR.,2007,11670
MAHARASHTRA,MUMBAI COMMR.,2012,10851
MAHARASHTRA,MUMBAI RLY.,2011,2134
MAHARASHTRA,MUMBAI RLY.,2009,2076
MAHARASHTRA,MUMBAI RLY.,2010,2037
MAHARASHTRA,MUMBAI RLY.,2008,1938
MAHARASHTRA,MUMBAI RLY.,2004,1772
MAHARASHTRA,MUMBAI RLY.,2001,1756
MAHARASHTRA,MUMBAI RLY.,2007,1721
MAHARASHTRA,MUMBAI RLY.,2002,1694
MAHARASHTRA,MUMBAI RLY.,2006,1678
MAHARASHTRA,MUMBAI RLY.,2012,1635
MAHARASHTRA,MUMBAI RLY.,2003,1589
MAHARASHTRA,MUMBAI RLY.,2005,1574
CHHATTISGARH,MUNGELI,2012,94
BIHAR,MUNGER,2008,312
BIHAR,MUNGER,2009,266
BIHAR,MUNGER,2007,237
BIHAR,MUNGER,2011,220
BIHAR,MUNGER,2005,219
BIHAR,MUNGER,2010,217
BIHAR,MUNGER,2006,197
BIHAR,MUNGER,2012,166
BIHAR,MUNGER,2004,163
BIHAR,MUNGER,2002,161
BIHAR,MUNGER,2001,157
BIHAR,MUNGER,2003,148
WEST BENGAL,MURSHIDABAD,2011,1109
WEST BENGAL,MURSHIDABAD,2010,983
WEST BENGAL,MURSHIDABAD,2012,961
WEST BENGAL,MURSHIDABAD,2009,857
WEST BENGAL,MURSHIDABAD,2006,702
WEST BENGAL,MURSHIDABAD,2007,655
WEST BENGAL,MURSHIDABAD,2005,536
WEST BENGAL,MURSHIDABAD,2008,522
WEST BENGAL,MURSHIDABAD,2004,429
WEST BENGAL,MURSHIDABAD,2003,391
WEST BENGAL,MURSHIDABAD,2001,378
WEST BENGAL,MURSHIDABAD,2002,310
UTTAR PRADESH,MUZAFFARNAGAR,2001,637
UTTAR PRADESH,MUZAFFARNAGAR,2006,628
UTTAR PRADESH,MUZAFFARNAGAR,2008,613
UTTAR PRADESH,MUZAFFARNAGAR,2005,606
UTTAR PRADESH,MUZAFFARNAGAR,2012,594
UTTAR PRADESH,MUZAFFARNAGAR,2010,588
UTTAR PRADESH,MUZAFFARNAGAR,2004,563
UTTAR PRADESH,MUZAFFARNAGAR,2009,551
UTTAR PRADESH,MUZAFFARNAGAR,2007,532
UTTAR PRADESH,MUZAFFARNAGAR,2011,508
UTTAR PRADESH,MUZAFFARNAGAR,2002,479
UTTAR PRADESH,MUZAFFARNAGAR,2003,346
BIHAR,MUZAFFARPUR,2012,1469
BIHAR,MUZAFFARPUR,2011,1134
BIHAR,MUZAFFARPUR,2010,962
BIHAR,MUZAFFARPUR,2006,930
BIHAR,MUZAFFARPUR,2007,875
BIHAR,MUZAFFARPUR,2008,875
BIHAR,MUZAFFARPUR,2009,798
BIHAR,MUZAFFARPUR,2004,779
BIHAR,MUZAFFARPUR,2005,763
BIHAR,MUZAFFARPUR,2002,723
BIHAR,MUZAFFARPUR,2003,659
BIHAR,MUZAFFARPUR,2001,538
BIHAR,MUZAFFARPUR RLY.,2004,395
BIHAR,MUZAFFARPUR RLY.,2006,352
BIHAR,MUZAFFARPUR RLY.,2007,331
BIHAR,MUZAFFARPUR RLY.,2009,327
BIHAR,MUZAFFARPUR RLY.,2003,324
BIHAR,MUZAFFARPUR RLY.,2002,319
BIHAR,MUZAFFARPUR RLY.,2001,313
BIHAR,MUZAFFARPUR RLY.,2010,304
BIHAR,MUZAFFARPUR RLY.,2012,301
BIHAR,MUZAFFARPUR RLY.,2008,300
BIHAR,MUZAFFARPUR RLY.,2005,275
BIHAR,MUZAFFARPUR RLY.,2011,267
KARNATAKA,MYSORE COMMR.,2010,855
KARNATAKA,MYSORE COMMR.,2011,772
KARNATAKA,MYSORE COMMR.,2009,719
KARNATAKA,MYSORE COMMR.,2012,661
KARNATAKA,MYSORE COMMR.,2008,630
KARNATAKA,MYSORE COMMR.,2005,573
KARNATAKA,MYSORE COMMR.,2007,573
KARNATAKA,MYSORE COMMR.,2006,530
KARNATAKA,MYSORE COMMR.,2004,485
KARNATAKA,MYSORE COMMR.,2001,326
KARNATAKA,MYSORE COMMR.,2003,324
KARNATAKA,MYSORE COMMR.,2002,279
KARNATAKA,MYSORE RURAL,2011,349
KARNATAKA,MYSORE RURAL,2010,338
KARNATAKA,MYSORE RURAL,2012,331
KARNATAKA,MYSORE RURAL,2009,284
KARNATAKA,MYSORE RURAL,2005,249
KARNATAKA,MYSORE RURAL,2004,233
KARNATAKA,MYSORE RURAL,2008,228
KARNATAKA,MYSORE RURAL,2002,217
KARNATAKA,MYSORE RURAL,2001,200
KARNATAKA,MYSORE RURAL,2006,197
KARNATAKA,MYSORE RURAL,2003,191
KARNATAKA,MYSORE RURAL,2007,190
ASSAM,N.C.HILLS,2005,50
ASSAM,N.C.HILLS,2011,46
ASSAM,N.C.HILLS,2002,45
ASSAM,N.C.HILLS,2007,44
ASSAM,N.C.HILLS,2008,43
ASSAM,N.C.HILLS,2010,43
ASSAM,N.C.HILLS,2004,42
ASSAM,N.C.HILLS,2003,40
ASSAM,N.C.HILLS,2012,35
ASSAM,N.C.HILLS,2001,30
ASSAM,N.C.HILLS,2006,27
ASSAM,N.C.HILLS,2009,20
WEST BENGAL,NADIA,2011,1373
WEST BENGAL,NADIA,2009,1288
WEST BENGAL,NADIA,2012,1251
WEST BENGAL,NADIA,2008,1237
WEST BENGAL,NADIA,2010,1191
WEST BENGAL,NADIA,2007,863
WEST BENGAL,NADIA,2006,846
WEST BENGAL,NADIA,2005,772
WEST BENGAL,NADIA,2004,757
WEST BENGAL,NADIA,2001,678
WEST BENGAL,NADIA,2003,658
WEST BENGAL,NADIA,2002,609
ASSAM,NAGAON,2012,540
ASSAM,NAGAON,2001,491
ASSAM,NAGAON,2011,448
ASSAM,NAGAON,2003,440
ASSAM,NAGAON,2009,439
ASSAM,NAGAON,2004,433
ASSAM,NAGAON,2005,405
ASSAM,NAGAON,2007,394
ASSAM,NAGAON,2010,387
ASSAM,NAGAON,2006,366
ASSAM,NAGAON,2008,354
ASSAM,NAGAON,2002,298
TAMIL NADU,NAGAPATTINAM,2002,334
TAMIL NADU,NAGAPATTINAM,2001,318
TAMIL NADU,NAGAPATTINAM,2004,265
TAMIL NADU,NAGAPATTINAM,2009,263
TAMIL NADU,NAGAPATTINAM,2003,259
TAMIL NADU,NAGAPATTINAM,2006,240
TAMIL NADU,NAGAPATTINAM,2008,232
TAMIL NADU,NAGAPATTINAM,2005,220
TAMIL NADU,NAGAPATTINAM,2007,205
TAMIL NADU,NAGAPATTINAM,2012,200
TAMIL NADU,NAGAPATTINAM,2010,173
TAMIL NADU,NAGAPATTINAM,2011,164
RAJASTHAN,NAGAUR,2010,453
RAJASTHAN,NAGAUR,2002,446
RAJASTHAN,NAGAUR,2006,419
RAJASTHAN,NAGAUR,2001,407
RAJASTHAN,NAGAUR,2004,400
RAJASTHAN,NAGAUR,2003,399
RAJASTHAN,NAGAUR,2011,375
RAJASTHAN,NAGAUR,2007,372
RAJASTHAN,NAGAUR,2008,367
RAJASTHAN,NAGAUR,2009,363
RAJASTHAN,NAGAUR,2005,350
RAJASTHAN,NAGAUR,2012,343
MAHARASHTRA,NAGPUR COMMR.,2005,2733
MAHARASHTRA,NAGPUR COMMR.,2001,2666
MAHARASHTRA,NAGPUR COMMR.,2006,2602
MAHARASHTRA,NAGPUR COMMR.,2002,2511
MAHARASHTRA,NAGPUR COMMR.,2004,2447
MAHARASHTRA,NAGPUR COMMR.,2007,2354
MAHARASHTRA,NAGPUR COMMR.,2012,2339
MAHARASHTRA,NAGPUR COMMR.,2011,2287
